year,district_code,district_name,n_households_matched,n_households_child_bearing,pct_households_childless,asset_index,edu_index,health_index_all_hh,health_index_child_hh,hdi_all_hh,hdi_child_hh,hdi_urban_all_hh,hdi_rural_all_hh,hdi_urban_child_hh,hdi_rural_child_hh
2014,24,Lodhran,866,417,51.84757505773672,0.33188948448241484,0.2890760420121994,0.46128868409787105,0.396534479651536,0.3607514035308284,0.34829292320786237,0.43309655681299936,0.34811484397883474,0.43226576885366574,0.33545653020946836
2014,25,Vehari,1151,498,56.73327541268462,0.3746334051780051,0.34723557083386,0.5088207332901333,0.4523836688403266,0.41022990310066615,0.40032320340017336,0.4924183511919687,0.3938118612325962,0.4895746230238182,0.3857078428389366
2014,26,Rawalpindi,1356,591,56.415929203539825,0.46293675406007057,0.5564230379005606,0.596393552042128,0.5299204747576527,0.5385844480009196,0.5203882761716077,0.571291219521297,0.4998672326760301,0.5432527512205811,0.4937874125365637
2014,27,Attock,869,393,54.77560414269275,0.4225625054614858,0.4304725860801154,0.5625859087226287,0.5212242574981795,0.47187366675474335,0.47148992294420344,0.518231764847192,0.4560300809383458,0.511274404104576,0.4580277513700798
2014,28,Chakwal,790,312,60.50632911392405,0.4247956372310988,0.492431956415966,0.5625437036532991,0.5351013658068371,0.49325709910012133,0.5134381789959402,0.5313392771720246,0.4875942183594293,0.5359360422115114,0.5096064160198989
2014,29,Jhelum,741,295,60.1889338731444,0.4544194567080622,0.47355260231470003,0.6073776734039076,0.5568109998656459,0.5117832441422233,0.506721441504235,0.5536400143614428,0.49719377009701815,0.541051652586118,0.4949550040192223
2014,30,Sahiwal,1031,488,52.667313288069835,0.3790572753802986,0.3954886383844031,0.5393379825981249,0.5027967200316531,0.43796129878760887,0.43827992407771116,0.5404493200762165,0.4166288567686446,0.5319065685648316,0.423229863778627
2014,31,Okara,1127,575,48.97959183673469,0.353683266749472,0.3623305211217697,0.5313251130217975,0.4894478024727245,0.41577963363101306,0.4048313702305379,0.4927097937417719,0.38965478672902726,0.4838146990789981,0.37810533373807764
2014,32,Pakpattan,896,424,52.67857142857143,0.33062908444757005,0.3381748119505067,0.5008329987075302,0.46942875623415886,0.38987896503520236,0.39526170372503167,0.49634799315444095,0.3706632346374667,0.5137109746772792,0.3771332446504567
2014,33,Sargodha,1228,547,55.45602605863193,0.4070438153657844,0.38941651927090004,0.5211146651364204,0.4669137619061267,0.4391916665910349,0.4333614340029783,0.48756200937763433,0.4159663476816216,0.48130775779009216,0.4125844818144756
2014,34,Bhakkar,813,415,48.95448954489545,0.31839216738188053,0.32609024034199735,0.5000950621814835,0.4489131569150599,0.3815258233017871,0.36378528072818545,0.47120858501376206,0.36452603381953147,0.4633512437668601,0.34454677365637765
2014,35,Khushab,710,338,52.3943661971831,0.3443242240865893,0.3866642472513805,0.4984810618019783,0.43054564351499264,0.409823177713316,0.4071053061608867,0.4914027415782327,0.37829897510879945,0.49761975410472353,0.3750812098318472
