Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,35.46
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,40.53
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,55.15
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,53.07
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,59.6
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,65.13
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,75.7
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,74.13
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,80.85
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,85.42
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 15-19 with no education,BAR.NOED.1519.FE.ZS,86.8
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,28.33
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,31.22
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,44.35
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,45.54
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,47.5
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,53.51
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,65.6
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,64.42
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,74.56
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,68.7
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,71.74
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,59.15
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,59.42
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,73.3
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,76.65
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,80.56
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,83.46
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,88.47
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,87.68
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,89.92
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,91.93
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,92.81
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,45.38
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,44.97
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,60.24
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,63.55
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,66.19
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,70.18
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,74.31
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,76.24
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,79.66
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,81.04
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,82.95
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,44.12
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,48.85
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,64.26
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,72.15
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,72.3
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,81.4
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,79.5
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,85.8
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,86.1
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,89.5
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,89.7
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,33.9
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,36.23
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,50.26
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,56.45
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,57.1
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,65.9
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,66.7
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,72.4
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,71.54
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,76.82
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,76.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,53
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,56.68
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,72.15
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,73.49
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,81.4
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,80.36
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,85.8
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,86.1
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,89.09
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,89.61
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,37.93
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,40.62
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,56.45
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,58.35
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,65.9
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,66.3
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,72.4
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,71.54
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,74.88
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,76.75
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,69.03
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,67.44
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,80.31
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,83.81
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,87.9
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,88.72
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,93.2
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,91.68
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,93.01
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,93.95
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,52.47
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,51.03
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,66.86
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,69.82
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,73.8
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,75.54
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,78.9
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,80.25
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,82.61
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,84.69
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,59.02
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,63.47
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,74.93
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,79.31
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,81.4
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,85.94
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,85.8
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,89.18
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,89.53
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,94.59
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,43.24
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,46.63
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,59.81
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,63.67
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,65.9
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,71.14
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,72.4
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,75.84
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,76.78
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,85.97
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,69.37
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,67.52
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,76.76
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,81.48
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,86.1
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,85.94
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,89.2
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,89.42
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,94.2
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,94.59
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,52.21
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,50.79
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,60.94
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,66.09
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,69.6
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,71.14
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,77
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,76.88
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,85.14
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,85.97
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,69.37
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,67.52
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,81.58
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,81.75
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,86.1
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,90.78
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,89.2
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,93.79
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,94.2
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,94.9
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,52.21
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,50.79
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,66.32
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,69.99
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,69.6
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,77.14
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,77
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,84.04
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,85.14
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,86.23
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,78.12
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,72.55
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,76.45
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,87.01
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,92.6
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,90.78
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,93.2
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,93.79
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,94.84
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,95.28
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,59.63
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,55.41
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,70.48
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,71.84
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,77.3
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,77.14
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,82.7
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,84.04
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,85.71
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,86.23
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,78.12
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,72.55
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,88.12
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,91.49
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,92.6
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,94.51
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,93.2
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,94.87
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,95.69
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,95.28
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,59.63
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,55.41
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,74.56
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,76.66
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,77.3
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,83.42
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,82.7
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,84.98
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,85.71
Pakistan,PAK,1965,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,86.97
Pakistan,PAK,1960,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,86.7
Pakistan,PAK,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,85.57
Pakistan,PAK,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,73.7
Pakistan,PAK,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,90.13
Pakistan,PAK,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,92.39
Pakistan,PAK,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,95.9
Pakistan,PAK,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,94.51
Pakistan,PAK,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,94.9
Pakistan,PAK,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,96.28
Pakistan,PAK,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,95.69
Pakistan,PAK,1965,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,95.3
Pakistan,PAK,1960,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,94.9
Pakistan,PAK,2010,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,67.94
Pakistan,PAK,2005,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,57.14
Pakistan,PAK,2000,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,75.88
Pakistan,PAK,1995,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,79.41
Pakistan,PAK,1990,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,84.3
Pakistan,PAK,1985,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,83.42
Pakistan,PAK,1980,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,84.1
Pakistan,PAK,1975,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,84.98
Pakistan,PAK,1970,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,87.36
